"When I create a blog.";"Khi bạn viết bài viết Tư Vấn"
"_ACTIVITY_ACTIONTYPE_YNMEMBER_RELATIONSHIP";"Khi bạn đăng relationship"
"_ACTIVITY_ACTIONTYPE_YNMEMBER_SHARE";"Khi bạn chia sẽ"
"Everyone";"Tất cả"
"New photo albums";"Khi bạn chia sẽ album mới"
"Everything";"Tất cả"
"Blog Entry";"Tư vấn chuyên gia"
"Classifieds";"Chủ đề"
"Q&A";"Diễn đàn"
"Please enter an email address so we can keep you up to date on the release of the site.";"Vui lòng nhập địa chỉ email."
"Invalid email";"Địa chỉ email không đúng"
"Thanks for submitting your email. We'll keep you up to date on our progress!";"Cảm ơn bạn đã follow chúng tôi."
"YN - Advanced Blog";"Tư vấn chuyên gia"
"YN - Advanced Members";"Thành viên"
"Only Me";"Chỉ mình tôi"
"Only My Friends";"Chỉ bạn bè"
"Which of the following things do you want to have published about you in the recent activity feed? Note that changing this setting will only affect future news feed items.";"Những điều nào sau đây bạn muốn trên trang cá nhân? Lưu ý rằng việc thay đổi thiết lập này sẽ chỉ ảnh hưởng đến những hoạt động trong tương lai."
"Edit My Profile";"Sửa thông tin"
"Admin Settings";"Admin Tùy chỉnh"
"Delete";"Xóa"
"delete";"xóa"
"Share";"Chia sẻ"
"like";"thích"
"unlike";"bỏ thích"
"Unlike";"Bỏ thích"
"Like";"Thích"
"Share this by re-posting it with your own message.";"Chia sẻ trang này bằng cách đăng nó với tin nhắn của riêng bạn."
"Info";"Thông tin"
"Add Photo";"Chia sẻ hình ảnh"
"Add Link";"Chia sẻ liên kết"
"What's New";"Cập nhật"
"Comment";"Bình luận"
"%s likes this.";"%s thích bài này.";"%s thích bài này."
"%s person likes this";"%s thành viên thích bài này";"%s thành viên thích bài này"
"Attach";"Tải lên"
"clear";"xóa"
"Last Update";"Chỉnh sửa gần nhất"
"Joined";"Tham gia"
"Browse All";"Câu hỏi"
"Type";"Loại"
"Description";"Nội dung"
"by %s";"đăng bỏi %s"
"about %s";"%s"
"Already a member?";"Đã là thành viên?"
"Didn't find what you were looking for?";"Không phải những điều bạn đang tìm kiếm?"
"Ask the Community";"Đăng câu hỏi"
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"";""
"ACTIVITY_TYPE_COMMENTED";"Khi có người bình luận trên nội dung tôi đăng tải"
"ACTIVITY_TYPE_COMMENTED_COMMENTED";"Khi có người bình luận trên cùng một nội dung với tôi"
"ACTIVITY_TYPE_FRIEND_ACCEPTED";"Khi ai đó chấp nhận yêu cầu kết bạn của tôi"
"ACTIVITY_TYPE_FRIEND_REQUEST";"Khi tôi nhận được một yêu cầu kết bạn"
"ACTIVITY_TYPE_LIKED";"Khi có người thích nội dung tôi đăng tải"
"ACTIVITY_TYPE_LIKED_COMMENTED";"Khi có người bình luận trên nội dung tôi đã thích"
"ACTIVITY_TYPE_POST_USER";"Khi có người đăng nội dung trên hồ sơ của tôi"
"ACTIVITY_TYPE_SHARED";"Khi hoạt động feed được chia sẻ"
"ACTIVITY_TYPE_TAGGED";"Khi tôi được tag trong một hình ảnh hoặc những nơi khác"
#YN - Advanced Blog
"ACTIVITY_TYPE_YNBLOG_SUBSCRIBED_NEW";"Khi ai đó đăng ký tạo một bài viết mới"
#YN - Advanced Members
"ACTIVITY_TYPE_YNMEMBER_LIKED";"Khi ai đó vừa thích bạn"
"ACTIVITY_TYPE_YNMEMBER_NOTIFICATION_CREATE";"Khi có người vừa tạo một mục mới.(Để nhận thông báo từ những thành viên)"
"ACTIVITY_TYPE_YNMEMBER_NOTIFICATION_FRIENDS";"Khi ai đó vừa trở thành bạn bè với những người khác.(Để nhận thông báo từ những thành viên)"
"ACTIVITY_TYPE_YNMEMBER_NOTIFICATION_JOIN";"Khi ai đó vừa tham gia nhóm hoặc sự kiện.(Để nhận thông báo từ những thành viên)"
"ACTIVITY_TYPE_YNMEMBER_NOTIFICATION_LINKAGE";"Khi ai đó vừa đăng tải mối quan hệ.(Để nhận thông báo từ những thành viên)"
"ACTIVITY_TYPE_YNMEMBER_NOTIFICATION_POST";"Khi ai đó vừa đăng tải gì đó.(Để nhận thông báo từ những thành viên)"
"ACTIVITY_TYPE_YNMEMBER_NOTIFICATION_STATUS";"Khi ai đó vừa đăng gì đó trên hoạt động feed.(Để nhận thông báo từ những thành viên)"
"ACTIVITY_TYPE_YNMEMBER_RATED";"Khi ai đó vừa đăng nhận xét về bạn"
"ACTIVITY_TYPE_YNMEMBER_SHARED";"Khi ai đó vừa chia sẻ với bạn"
"ACTIVITY_TYPE_YNMEMBER_SUGGESTED";"Khi ai đó vừa giới thiệu bạn bè cho bạn"
"ACTIVITY_TYPE_YNMEMBER_NOTIFICATION_CHANGE_REL";"Khi ai đó vừa thay đổi tình trạng"
